score,word
0.03235575922600244,automated posting
0.029184636773985983,walking distance
0.026420084529453516,surry hills
0.02345502038607373,public transport
0.017009780013750298,circular quay
0.014448375637570631,avalon peacock
0.013236372865625684,before arrival
0.0116395756909582,peacock cottage
0.011181172938986598,kings cross
0.011128960966080329,darling harbour
0.010299246748035748,units downstairs
0.00975030869336276,url hidden
0.009328428412136843,days before
0.008593933663543099,new year
0.007984640759783649,washing machine
0.007493484930519316,sensitive contents
0.007405287278315608,shopping centre
0.007124735732128883,botanical gardens
0.006791115309266908,opal cards
0.006537564211362615,hair dryer
0.0063711908124892075,heat wave
0.006119011090603483,zur verf¨¹gung
0.005973708911764521,aircon units
0.00591608667810649,grocery stores
0.005905505024450089,train station
0.005902640459027957,harbour bridge
0.005691622644696193,eastern suburbs
0.005689175620188302,campbell parade
0.005688717899412509,w¨¹rden jederzeit
0.005660046910408555,toilet paper
