score,word
0.036676788434175496,automated posting
0.03555195041659672,jeanne marie
0.028782345882793832,walking distance
0.027978624749574032,nous avons
0.027614321417436076,surry hills
0.02280200190887562,circular quay
0.02177693291046346,public transport
0.019285452990816136,kings cross
0.016820848237555294,darling harbour
0.01471936535674121,potts point
0.014201207694018657,kara mia
0.014201207694018657,?? ?
0.014201207694018657,? ??
0.013711925582127088,url hidden
0.01275060773287375,tr¨¨s agr¨¦able
0.012739169683769943,gardenia ?
0.012739169683769943,australian dollars
0.012635422494654887,washing machine
0.012310290395070065,crows nest
0.012023489969839086,opal cards
0.01093658840683905,nous sommes
0.010534601384859458,aber auch
0.009659702825485025,avec lui
0.009474632062797108,harbour bridge
0.009365149650518517,sensitive contents
0.008847407558833868,dvd player
0.008702751664748992,tr¨¨s bien
0.007558148273981332,mona vale
0.007507094560629953,mr david
0.007003092780550289,grand final
