score,word
0.03543273697301853,automated posting
0.029434822240256547,walking distance
0.023558817320687507,circular quay
0.021651618896686275,surry hills
0.02074767109496306,public transport
0.019994236006400375,nous avons
0.01864600314110087,washing machine
0.013757700721799273,url hidden
0.013166990900203882,darling harbour
0.011424982122622752,wir haben
0.010859122411749808,sensitive contents
0.008828475463664463,kings cross
0.00879507199980281,opal cards
0.00850795533699013,grocery store
0.007753328311686583,vom flughafen
0.007751986461293055,havde brug
0.007295838227787604,went above
0.007074196355346744,tr¨¨s bien
0.006984066347974988,jeden morgen
0.006716745956433695,royal national
0.006389763083082004,??? ????
0.006388421232688475,?? ??
0.005901743737075649,? ???
0.0058770347776556,days before
0.005616030651209861,botanical gardens
0.005490263777576796,einen aufenthalt
0.005437241661607018,eastern suburbs
0.005190910257510286,opal card
0.005055008043850619,harbour bridge
0.004971962738691142,taronga zoo
